__time,/debug_geometry/a,/debug_geometry/b,/debug_geometry/c,/debug_geometry/d,/debug_geometry/e,/debug_geometry/f,/debug_geometry/fc,/debug_geometry/lw,/debug_geometry/median_pb,/debug_geometry/median_pr,/debug_geometry/offset_pb,/debug_geometry/offset_pr,/debug_geometry/pb,/debug_geometry/pr,/debug_geometry/raw_pb,/debug_geometry/raw_pr,/debug_geometry/theta_g,/debug_geometry/theta_t,/debug_geometry/w,omega_g
1782915763.140337,0.000000000,0.153360038,0.638462316,0.925918689,-0.083787859,0.581068334,16421.032829514,3.052393620,4570.000000000,381.000000000,4233.007510797,380.000000000,411380.339003188,1220.740379040,4581.000000000,408.000000000,-0.681213533,1.239287512,318.653089506,-0.004807118
1782915763.150310,0.000000000,0.153374279,0.638545899,0.925919322,-0.083797254,0.581060938,16464.718793535,3.052334309,4571.500000000,382.000000000,4232.912849558,380.000000000,413327.006369032,2441.480758080,4583.000000000,408.000000000,-0.681237502,1.239311354,319.502964804,-0.002403386
1782915763.160338,0.000000000,0.153374540,0.638547434,0.925919322,-0.083787745,0.581068334,16467.029974420,3.052393620,4571.500000000,382.000000000,4232.865518018,380.000000000,413384.785891161,2441.480758080,4561.000000000,377.000000000,-0.681213533,1.239311354,319.545672359,0.002390073
1782915763.170393,0.000000000,0.153360038,0.638462316,0.925918689,-0.083787859,0.581068334,16437.862505196,3.052393620,4572.000000000,383.500000000,4232.912849558,380.000000000,413937.376558552,4272.591326640,4619.000000000,420.000000000,-0.681213533,1.239287512,318.979672383,0.000000000
1782915763.180445,0.000000000,0.153390119,0.638638853,0.925919967,-0.083759101,0.581090520,16437.862505196,3.052571540,4572.000000000,383.500000000,4232.912849558,380.000000000,413937.376558552,4272.591326640,4569.000000000,353.000000000,-0.681141628,1.239335672,318.973259096,0.007152657
1782915763.190327,0.000000000,0.153375064,0.638550505,0.925919322,-0.083768726,0.581083125,16487.083244634,3.052512236,4573.500000000,384.000000000,4233.054839577,380.000000000,415595.154177165,4882.961516160,4591.000000000,403.000000000,-0.681165596,1.239311354,319.930521283,-0.002425432
1782915763.200684,0.000000000,0.153360038,0.638462316,0.925918689,-0.083787859,0.581068334,16433.240233305,3.052393620,4572.000000000,383.500000000,4233.007510797,380.000000000,413821.819761268,4272.591326640,4489.000000000,295.000000000,-0.681213533,1.239287512,318.889976367,-0.004628511
1782915763.210526,0.000000000,0.153374279,0.638545899,0.925919322,-0.083797254,0.581060938,16489.133601116,3.052334309,4572.000000000,382.000000000,4232.912849558,380.000000000,413937.376558552,2441.480758080,4522.000000000,353.000000000,-0.681237502,1.239311354,319.976741702,-0.002435527
1782915763.220322,0.000000000,0.153374279,0.638545899,0.925919322,-0.083797254,0.581060938,16491.444782001,3.052334309,4572.000000000,382.000000000,4232.865518018,380.000000000,413995.156080681,2441.480758080,4579.000000000,393.000000000,-0.681237502,1.239311354,320.021590883,0.000000000
1782915763.230344,0.000000000,0.153360300,0.638463852,0.925918689,-0.083778349,0.581075730,16501.210705033,3.052452929,4571.500000000,381.000000000,4232.865518018,380.000000000,413384.785891161,1220.740379040,4551.000000000,369.000000000,-0.681189565,1.239287512,320.206809528,0.004783330
1782915763.240368,0.000000000,0.153360561,0.638465387,0.925918689,-0.083768840,0.581083125,16486.822450190,3.052512236,4572.000000000,382.000000000,4232.960180484,380.000000000,413879.597785414,2441.480758080,4586.000000000,399.000000000,-0.681165596,1.239287512,319.925460588,0.002391039
1782915763.250303,0.000000000,0.153375064,0.638550505,0.925919322,-0.083768726,0.581083125,16460.096521644,3.052512236,4571.500000000,382.000000000,4233.007510797,380.000000000,413211.449571748,2441.480758080,4560.000000000,384.000000000,-0.681165596,1.239311354,319.406846099,0.000000000
1782915763.260314,0.000000000,0.153345014,0.638374120,0.925918055,-0.083806991,0.581053541,16460.096521644,3.052274997,4571.500000000,382.000000000,4233.007510797,380.000000000,413211.449571748,2441.480758080,4563.000000000,375.000000000,-0.681261470,1.239263670,319.415408939,-0.009577141
1782915763.270518,0.000000000,0.153359776,0.638460781,0.925918689,-0.083797368,0.581060938,16503.521915878,3.052334309,4571.500000000,381.000000000,4232.818185864,380.000000000,413442.566162282,1220.740379040,4576.000000000,369.000000000,-0.681237502,1.239287512,320.255951404,0.002348806
1782915763.280553,0.000000000,0.153359776,0.638460781,0.925918689,-0.083797368,0.581060938,16501.210705033,3.052334309,4571.500000000,381.000000000,4232.865518018,380.000000000,413384.785891161,1220.740379040,4551.000000000,361.000000000,-0.681237502,1.239287512,320.211101642,0.000000000
