__time,/vehicle/loader_joint_angles/data[0],/vehicle/loader_joint_angles/data[1],/vehicle/loader_joint_angles/layout/data_offset,/vehicle/loader_joint_pressures/data[0],/vehicle/loader_joint_pressures/data[1],/vehicle/loader_joint_pressures/layout/data_offset
1782548312.005686,0.131826475,0.341118991,0.000000000,,,
1782548312.015575,,,,3821.000000000,383.000000000,0.000000000
1782548312.015597,0.131850451,0.341118991,0.000000000,,,
1782548312.025523,,,,3825.000000000,356.000000000,0.000000000
1782548312.025536,0.131850451,0.341095030,0.000000000,,,
1782548312.035615,,,,3861.000000000,399.000000000,0.000000000
1782548312.035625,0.131850451,0.341095030,0.000000000,,,
1782548312.045546,,,,3815.000000000,358.000000000,0.000000000
1782548312.045556,0.131850451,0.341071039,0.000000000,,,
1782548312.055454,,,,3839.000000000,372.000000000,0.000000000
1782548312.055473,0.131850451,0.341118991,0.000000000,,,
1782548312.065431,,,,3764.000000000,311.000000000,0.000000000
1782548312.065443,0.131874412,0.341095030,0.000000000,,,
1782548312.075672,,,,3865.000000000,412.000000000,0.000000000
1782548312.075691,0.131874412,0.341095030,0.000000000,,,
1782548312.085629,,,,3812.000000000,361.000000000,0.000000000
1782548312.085643,0.131850451,0.341095030,0.000000000,,,
1782548312.095624,,,,3865.000000000,416.000000000,0.000000000
1782548312.095636,0.131850451,0.341071039,0.000000000,,,
